Price,Address,Property Type,Beds,Baths,Car,Inspection Time,Area,Agent,RE_URL
"$630,000 - $670,000","Address available on request, Donnybrook",,,,,,,Jagjeet Tiwana,https://www.realestate.com.au/property-house-vic-donnybrook-146478076
,"6 Aniseed Street, Mickleham",,,,,,,Ali Al Saffar,https://www.realestate.com.au/property-house-vic-mickleham-146754368
"SALE  $600,000 to $650,000","10 Blackcurrant Circuit, Mernda",,,,,,,Leon Phillips,https://www.realestate.com.au/property-house-vic-mernda-147084916
"$565,000-$615,000","9 Eastern View, Doreen",,,,,,,Rayni Jerram,https://www.realestate.com.au/property-house-vic-doreen-147084800
,"19 Mealie Avenue, Mickleham",,,,,,,Samaira Ahuja,https://www.realestate.com.au/property-house-vic-mickleham-147230836
"$650,000 - $680,000","64 Rulinga Street, Donnybrook",,,,,,,Dinesh Mann,https://www.realestate.com.au/property-house-vic-donnybrook-146753276
"$559,000 - $589,000 (NO BODY CORPORATE)","80 Gateshead Street, Craigieburn",,,,,Inspection Thu 27 Feb 5:30 pm,,Usman Maan,https://www.realestate.com.au/property-house-vic-craigieburn-147230140
,"3 Northampton Way, Donnybrook",,,,,,,Sunil Gandham,https://www.realestate.com.au/property-house-vic-donnybrook-146752836
"$629,000-$679,000","3 Kakadu View, South Morang",,,,,Inspection Wed 26 Feb 5:30 pm,,Justin Spagnuolo,https://www.realestate.com.au/property-house-vic-south+morang-147229776
"ESR: $645,000 - $695,000","2 Lapwing Road, South Morang",,,,,Inspection Wed 26 Feb 5:00 pm,,Tony Ong,https://www.realestate.com.au/property-house-vic-south+morang-147229252
"$589,607","Lot 3215 Foreshores Drive (Peppercorn Hill Estate), Donnybrook",,,,,,,Craig Payne,https://www.realestate.com.au/property-house-vic-donnybrook-147082168
"$590,000 - $640,000","14 Bovine Crescent, Donnybrook",,,,,Inspection Wed 26 Feb 6:00 pm,,Noor Kaur,https://www.realestate.com.au/property-house-vic-donnybrook-147081252
"$635,000","11 Tusmore Rise, Craigieburn",,,,,,,Michael Cananzi,https://www.realestate.com.au/property-house-vic-craigieburn-147081164
,"58 River Redgum Boulevard, Donnybrook",,,,,Inspection Sat 1 Mar 11:15 am,,Inder Sandhu,https://www.realestate.com.au/property-house-vic-donnybrook-147227600
,"3 Humboldt Street, Kalkallo",,,,,,,Ola Alsalemy,https://www.realestate.com.au/property-house-vic-kalkallo-146168448
"$650,000 - $690,000","8 Riverbark Way, Greenvale",,,,,Inspection tomorrow 5:00 pm,,Steph Shepherdson,https://www.realestate.com.au/property-house-vic-greenvale-147079276
"$630,000 - $660,000","9 Dargile Circuit, Epping",,,,,,,Monty Sahni,https://www.realestate.com.au/property-house-vic-epping-146958284
"$600,000 - $650,000","22 Sommerville Avenue, Mernda",,,,,Inspection Thu 27 Feb 5:15 pm,,Steve Gruevski,https://www.realestate.com.au/property-house-vic-mernda-147224780
"$595,000 to $654,500","3 Patch Road, Donnybrook",,,,,,,Anthony D'Ambros,https://www.realestate.com.au/property-house-vic-donnybrook-146957500
,"15 Cream Road, Donnybrook",,,,,,,Sahib Singh,https://www.realestate.com.au/property-house-vic-donnybrook-146748716
"570,000 - 599,000","44 Winterfell Road, Donnybrook",,,,,Inspection Wed 26 Feb 5:30 pm,,Mohit Jain,https://www.realestate.com.au/property-house-vic-donnybrook-147077580
,"72 Rulingia Road, Donnybrook",,,,,Inspection tomorrow 6:45 pm,,Moe Al-mnahi,https://www.realestate.com.au/property-house-vic-donnybrook-146620632
,"6 Bonnyview Road, Craigieburn",,,,,,,Admon Paules,https://www.realestate.com.au/property-house-vic-craigieburn-146748168
"$640,000 - $660,000","4 Jukes Mews, Donnybrook",,,,,,,Love Sharma,https://www.realestate.com.au/property-house-vic-donnybrook-144653764
"$590,000 - $610,000","Address available on request, Donnybrook",,,,,,,Karandeep Singh,https://www.realestate.com.au/property-house-vic-donnybrook-146467352
,"14 Cerulean Street, Wollert",,,,,Inspection Thu 27 Feb 6:00 pm,,Inder Jassar,https://www.realestate.com.au/property-house-vic-wollert-147222268
,"Address available on request, Mickleham",,,,,,,Moe Al-mnahi,https://www.realestate.com.au/property-house-vic-mickleham-143279424
$620k - $660k,"24 Foreshore Drive, Donnybrook",,,,,Inspection Sat 1 Mar 9:30 am,,Ali Celik,https://www.realestate.com.au/property-house-vic-donnybrook-146956036
,"13 Punchbowl Road, Kalkallo",,,,,Inspection Thu 27 Feb 7:00 pm,,Inder Jassar,https://www.realestate.com.au/property-house-vic-kalkallo-147221808
"$640,000 - $660,000","10 Jum Way, Donnybrook",,,,,Inspection Wed 26 Feb 6:30 pm,,Love Sharma,https://www.realestate.com.au/property-house-vic-donnybrook-146466788
,"56 Marathon Boulevard, Craigieburn",,,,,,,Michael Sassine,https://www.realestate.com.au/property-house-vic-craigieburn-147075504
"AUCTION $560,000 - $610,000","18 Limehouse Avenue, Wollert",,,,,Inspection Wed 26 Feb 5:00 pm,,Rob Stefanovski,https://www.realestate.com.au/property-house-vic-wollert-147221380
"$525,000","37 Rowell Drive, Mernda",,,,,,,Jim Vasiliou,https://www.realestate.com.au/property-house-vic-mernda-146164108
,"29 Maryland Road, Kalkallo",,,,,,,Pir Sidhu,https://www.realestate.com.au/property-house-vic-kalkallo-146746720
,"Address available on request, Wollert",,,,,,,Kiranvir Buttar,https://www.realestate.com.au/property-house-vic-wollert-141798344
,"27 Corymbia Street, Mickleham",,,,,,,Fadi Yousif,https://www.realestate.com.au/property-house-vic-mickleham-145639344
"ESR $550,000 - $600,000","9 Shaftesbury Drive, Epping",,,,,Inspection Thu 27 Feb 5:30 pm,,Justin Sciola,https://www.realestate.com.au/property-house-vic-epping-147218592
"NEW: $510,000 - $549,000","5 Curbridge Drive, Donnybrook",,,,,Inspection Thu 27 Feb 6:00 pm,,Ameerul Zulfikar,https://www.realestate.com.au/property-house-vic-donnybrook-147218032
,"35 Joy Drive, Mickleham",,,,,Inspection Sat 1 Mar 9:30 am,,Michael Cananzi,https://www.realestate.com.au/property-house-vic-mickleham-147217696
,"25 Columbus Road, Kalkallo",,,,,,,Sahib Singh,https://www.realestate.com.au/property-house-vic-kalkallo-146841376
"$550,000 - $580,000","43 Millicent Drive, Craigieburn",,,,,Inspection Wed 26 Feb 6:00 pm,,Lovepreet Dhindsa,https://www.realestate.com.au/property-house-vic-craigieburn-147217492
"$620,000 - $660,000 - Auction Sat 8th March @ 1PM","19 Randell Court, Mill Park",,,,,Inspection Wed 26 Feb 6:00 pm,,Daniel Nardella,https://www.realestate.com.au/property-house-vic-mill+park-146613928
"$580,000-$620,000","14 Golden Pkwy, Donnybrook",,,,,,,Mack Mithewal,https://www.realestate.com.au/property-house-vic-donnybrook-146743444
"$580,000 - $610,000","Address available on request, Greenvale",,,,,,,Jessica Kaur,https://www.realestate.com.au/property-house-vic-greenvale-144906036
"$610,000 - $660,000","76 Pine Park Drive, Wollert",,,,,Inspection tomorrow 12:00 pm,,Adrian Cordoba,https://www.realestate.com.au/property-house-vic-wollert-147216088
"$615,000 - $640,000","11 Nasturium Street, Kalkallo",,,,,,,Many Singh,https://www.realestate.com.au/property-house-vic-kalkallo-147061224
,"81 Gossia Avenue, Craigieburn",,,,,,,Asad Khan,https://www.realestate.com.au/property-house-vic-craigieburn-145388796
"$580,000 - $610,000","14 Serenade Street, Donnybrook",,,,,,,Sunny Bawa,https://www.realestate.com.au/property-house-vic-donnybrook-145388064
"ESR: $650,000 - $680,000","30 Guardian Street, Mickleham",,,,,,,Mandeep Gaudia,https://www.realestate.com.au/property-house-vic-mickleham-145900352
,"26 Eremophila Circuit, Craigieburn",,,,,,,Michael Chan,https://www.realestate.com.au/property-house-vic-craigieburn-146741028
,"13 Cherry Court, Meadow Heights",,,,,Inspection Sat 1 Mar 12:00 pm,,Nadir Jeboo,https://www.realestate.com.au/property-house-vic-meadow+heights-146608320
"Private Sale - Contact Agent | $540,000 - $560,000","35 Bowenia Avenue, Craigieburn",,,,,,,Sammar Rana,https://www.realestate.com.au/property-house-vic-craigieburn-146896924
,"Address available on request, Donnybrook",,,,,,,Raj Kapoor,https://www.realestate.com.au/property-house-vic-donnybrook-143787084
"ESR $650,000 - $700,000","10 Trainor Street, Doreen",,,,,,,Luke El Moussalli,https://www.realestate.com.au/property-house-vic-doreen-145765416
,"5 Aniseed Street, Mickleham",,,,,,,Moe Al-mnahi,https://www.realestate.com.au/property-house-vic-mickleham-146837992
,"12 Playles Way, Wollert",,,,,Inspection Thu 27 Feb 6:15 pm,,Param Singh,https://www.realestate.com.au/property-house-vic-wollert-147188704
,"37 Mealie Avenue, Mickleham",,,,,,,Hitendra Jodawat,https://www.realestate.com.au/property-house-vic-mickleham-146738176
"$629,900 - $664,900","30 Petersfield Way, Donnybrook",,,,,Inspection Wed 26 Feb 6:30 pm,,Mohit Jain,https://www.realestate.com.au/property-house-vic-donnybrook-146303764
"$600,000 - $660,000","22 Savannah Crescent, Epping",,,,,Inspection Wed 26 Feb 6:00 pm,,John Metaxas,https://www.realestate.com.au/property-house-vic-epping-147209976
,"22 Bracegirdle Drive, Mickleham",,,,,Inspection Wed 26 Feb 6:00 pm,,Aayush Sharma,https://www.realestate.com.au/property-house-vic-mickleham-146736976
"$650,000 - $685,000","15 Freehold Street, Doreen",,,,,,,Jason Woodford-Smith,https://www.realestate.com.au/property-house-vic-doreen-147209708
"Private Sale - $595,000 - $620,000","10 Turion Drive, Mickleham",,,,,,,Daniel Di Battista,https://www.realestate.com.au/property-house-vic-mickleham-146881520
,"12 Malindi Court, South Morang",,,,,Inspection Thu 27 Feb 5:30 pm,,Ilia Menkinoski,https://www.realestate.com.au/property-house-vic-south+morang-147209312
"PRIVATE SALE - $560,000 - $590,000","33 Rathdowne Drive, Mickleham",,,,,Inspection Thu 27 Feb 5:00 pm,,Daniel Di Battista,https://www.realestate.com.au/property-house-vic-mickleham-147208040
,"10 Nomad Road, Kalkallo",,,,,Inspection Thu 27 Feb 6:30 pm,,Harry Banga,https://www.realestate.com.au/property-house-vic-kalkallo-146450536
"Private Sale $580,000 - $610,000","78 Hawkesbury Drive, Donnybrook",,,,,Inspection Wed 26 Feb 4:30 pm,,Don Jayawardene,https://www.realestate.com.au/property-house-vic-donnybrook-147207624
"$600,000 - $640,000","184 Highlander Drive, Craigieburn",,,,,Inspection Thu 27 Feb 6:30 pm,,George Chammas,https://www.realestate.com.au/property-house-vic-craigieburn-147207128
"$610,000 - $660,000","36 Hessel Avenue, Doreen",,,,,,,Raj Bhatia,https://www.realestate.com.au/property-house-vic-doreen-146598856
$650k - $695k,"3 Colonial Court, Roxburgh Park",,,,,,,Jatin Mehta,https://www.realestate.com.au/property-house-vic-roxburgh+park-147206064
"$610,000 - $640,000","10 Yucca Road, Kalkallo",,,,,,,Mack Mithewal,https://www.realestate.com.au/property-house-vic-kalkallo-145757100
,"5 Ontario Parade, Mickleham",,,,,,,Evan Yousif,https://www.realestate.com.au/property-house-vic-mickleham-144892956
,"47 Nectar Street, Mickleham",,,,,,,Ryan Gaire,https://www.realestate.com.au/property-house-vic-mickleham-145622120
"$580,000-$638,000","44 Recreation Street, Roxburgh Park",,,,,Inspection Wed 26 Feb 6:00 pm,,Brian Mishra,https://www.realestate.com.au/property-house-vic-roxburgh+park-147204536
,"23 Apsley Drive, Mickleham",,,,,,,Amit Verma,https://www.realestate.com.au/property-house-vic-mickleham-143131188
,"19 Cassette Street, Kalkallo",,,,,,,Petar Djeparoski,https://www.realestate.com.au/property-house-vic-kalkallo-146730576
,"16 Ballycarrane Street, Woodstock",,,,,,,Jiten Hooda,https://www.realestate.com.au/property-house-vic-woodstock-147203180
,"6 Ambigua Way, Donnybrook",,,,,,,Karan Singh,https://www.realestate.com.au/property-house-vic-donnybrook-146028184
Asking 560K to 600K,"15 Reminis Drive, Donnybrook",,,,,Inspection Sat 1 Mar 12:00 pm,,Dharam Rana,https://www.realestate.com.au/property-house-vic-donnybrook-147202096
"$650,000 - $710,000","9 Countess Circuit, Wollert",,,,,,,Hardy Singh,https://www.realestate.com.au/property-house-vic-wollert-146728504
,"35 RIESLING STREET, Wollert",,,,,Inspection Thu 27 Feb 6:45 pm,,Amit Verma,https://www.realestate.com.au/property-house-vic-wollert-146593680
"$650,000 - $690,000","39 Bellini Way, Mernda",,,,,Inspection tomorrow 5:00 pm,,John Metaxas,https://www.realestate.com.au/property-house-vic-mernda-147201800
"$545,000","44 Darwinia Drive, Mickleham",,,,,,,Shayla Spiteri,https://www.realestate.com.au/property-house-vic-mickleham-146895220
,"19 Cochrane Avenue, Mickleham",,,,,,,Adrian Prestileo,https://www.realestate.com.au/property-house-vic-mickleham-146895208
,"11 Yucca Road, Kalkallo",,,,,,,Zahid Anjum,https://www.realestate.com.au/property-house-vic-kalkallo-147200432
,"17 Bracegirdle Drive, Mickleham",,,,,,,Mickey (Sween) Arya,https://www.realestate.com.au/property-house-vic-mickleham-146591024
,"40 Mound Avenue, Donnybrook",,,,,,,Sahib Singh,https://www.realestate.com.au/property-house-vic-donnybrook-146829144
"$480,000 -  $528,000","21A Coronet Avenue, Roxburgh Park",,,,,Inspection Wed 26 Feb 5:00 pm,,Omer Koksal,https://www.realestate.com.au/property-house-vic-roxburgh+park-147199516
"$630,000","20 Ivory Road, Donnybrook",,,,,,,Elia Kakos,https://www.realestate.com.au/property-house-vic-donnybrook-146725928
"$590,000-$610,000","Address available on request, Donnybrook",,,,,,,Inder Ghumman,https://www.realestate.com.au/property-house-vic-donnybrook-146161136
,"17/11 Troward Harvey Way, Craigieburn",,,,,,,Rashna Luitel,https://www.realestate.com.au/property-house-vic-craigieburn-145882932
,"47 Tucholsky Drive, Kalkallo",,,,,Inspection Thu 27 Feb 5:30 pm,,,https://www.realestate.com.au/property-house-vic-kalkallo-147062816
,"12 Mulholland Street, Kalkallo",,,,,Inspection Thu 27 Feb 6:00 pm,,,https://www.realestate.com.au/property-house-vic-kalkallo-147062568
"$573,850","Lot 134 Road A, Fellow, Wollert",,,,,,,,https://www.realestate.com.au/property-house-vic-wollert-147320008
,"30 Coolangatta Drive, Mickleham",,,,,Inspection Thu 27 Feb 6:30 pm,,,https://www.realestate.com.au/property-house-vic-mickleham-147290884
,"49 Mealie Ave, Mickleham",,,,,Inspection Thu 27 Feb 6:15 pm,,,https://www.realestate.com.au/property-house-vic-mickleham-146658204
"$608,439","Lot 54 Jilcunda Street, Kalkallo",,,,,,,,https://www.realestate.com.au/property-house-vic-kalkallo-147135648
"$569,458","Lot 141 Aoraki Mews, Craigieburn",,,,,,,,https://www.realestate.com.au/property-house-vic-craigieburn-147259504
,"13 Boilersmith Street, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-142236472
$612k if eligible for FHOG - $622k,"1126 Woodlawn Road, Wollert",,,,,,,,https://www.realestate.com.au/property-house-vic-wollert-147256004
"$558,420 To $578,420","Lot 526 Churchill Drive, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147195284
,"21 Jasmine Court, Meadow Heights",,,,,,,,https://www.realestate.com.au/property-house-vic-meadow+heights-147174932
"$616,699","Lot 2220 Borage Street  (Botanical), Mickleham",,,,,,,,https://www.realestate.com.au/property-house-vic-mickleham-147163252
"$628,090","Lot 1318 ., Wollert",,,,,,,,https://www.realestate.com.au/property-house-vic-wollert-146791724
"$545,600 To $565,600","Lot 23 Buangor Avenue, Wollert",,,,,,,,https://www.realestate.com.au/property-house-vic-wollert-147158104
"$606,856","Lot 3213 Foreshores Drive, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147082684
"$595,000-$610,000","17 Heath Place, Meadow Heights",,,,,Inspection Wed 26 Feb 5:20 pm,,,https://www.realestate.com.au/property-house-vic-meadow+heights-145293704
"$649,000 - $679,000","14 Foreshore Drive, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147329240
"$625,000","48 Honeypot Circuit, Mickleham",,,,,,,,https://www.realestate.com.au/property-house-vic-mickleham-147330784
"$599,600 - 100% fixed price guaranteed!","Lot 516 Argyle Drive  (Aspect), Mernda",,,,,,,,https://www.realestate.com.au/property-house-vic-mernda-147335460
"TITLED LAND $560,000","Address available on request, Mernda",,,,,,,,https://www.realestate.com.au/property-house-vic-mernda-147334692
"$649,000 - $679,000","22 Foreshores Drive, Donnybrook",,,,,Inspection Wed 26 Feb 7:00 pm,,,https://www.realestate.com.au/property-house-vic-donnybrook-147323012
"$650,000","84 Spinebill Close, South Morang",,,,,,,,https://www.realestate.com.au/property-house-vic-south+morang-147321824
"$648,630","Lot 1610 Barton 20 in Arramont Estate, Wollert",,,,,,,,https://www.realestate.com.au/property-house-vic-wollert-147317288
"$600,000","3 Olney Mews, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147316388
$584k if eligible for FHOG - $594k,"21209 Basalt Street, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147315004
"$620,000 - $650,000","Address available on request, Craigieburn",,,,,,,,https://www.realestate.com.au/property-house-vic-craigieburn-147303620
"From $642,673 House & Land Package","Lot 2 Mulwala Drive, Doreen",,,,,,,,https://www.realestate.com.au/property-house-vic-doreen-147305556
"TITLED LAND $604,000","Address available on request, Mernda",,,,,,,,https://www.realestate.com.au/property-house-vic-mernda-147309724
"TITLED LAND $564,960","Lot 516 Argyle Drive, Mernda",,,,,,,,https://www.realestate.com.au/property-house-vic-mernda-147309592
"$628,000","Lot 1125 Woodlawn Road, Wollert Rise, Wollert",,,,,,,,https://www.realestate.com.au/property-house-vic-wollert-147293420
"$557,850","Lot 523 Kattang Street, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147292960
"From $542,161 House & Land Package","Lot 37845 Murrumbidgee Circuit, Kalkallo",,,,,,,,https://www.realestate.com.au/property-house-vic-kalkallo-147290012
"$627,760 - 100% fixed price guaranteed!","Lot 2222 Ancho Road  (Botanical), Mickleham",,,,,,,,https://www.realestate.com.au/property-house-vic-mickleham-147282676
"$615,840","Lot 32313 Xenon Road, Kalkallo",,,,,,,,https://www.realestate.com.au/property-house-vic-kalkallo-147275036
,"8 Pomerania Street, Wollert",,,,,,,,https://www.realestate.com.au/property-house-vic-wollert-147263408
"$536,900 To $556,900","Lot 35556 Times Street, Kalkallo",,,,,,,,https://www.realestate.com.au/property-house-vic-kalkallo-147261068
"$630,000","35549 Times Street, Kalkallo",,,,,,,,https://www.realestate.com.au/property-house-vic-kalkallo-147259316
,"19 Spreading Road, Mickleham",,,,,,,,https://www.realestate.com.au/property-house-vic-mickleham-147248956
,"67 Daybreak Vista, Mickleham",,,,,,,,https://www.realestate.com.au/property-house-vic-mickleham-147249068
,"21 Spreading Road, Mickleham",,,,,,,,https://www.realestate.com.au/property-house-vic-mickleham-147248992
$620k if eligible for FHOG - $630k,"60303 Stonewall Drive, Kalkallo",,,,,,,,https://www.realestate.com.au/property-house-vic-kalkallo-147249056
"$649,993","Lot 247 Ballycarrane Street, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147234824
"$645,700","Lot 106 Aoraki Mews (Montview), Craigieburn",,,,,,,,https://www.realestate.com.au/property-house-vic-craigieburn-147234880
"$631,200","Lot 102 Aoraki Mews (Montview), Craigieburn",,,,,,,,https://www.realestate.com.au/property-house-vic-craigieburn-147234992
"$571,300","Lot 141 Aoraki Mews (Montview), Craigieburn",,,,,,,,https://www.realestate.com.au/property-house-vic-craigieburn-147234840
"$580,000 - $599,900","Address available on request, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147225688
"$557,532","Lot 30214 Peppercorn Hill Estate, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147228636
"$642,654","Lot 110 Montview Estate, Craigieburn",,,,,,,,https://www.realestate.com.au/property-house-vic-craigieburn-147217720
"From $599,661 House & Land Package","Lot 2220 Borage Street, Mickleham",,,,,,,,https://www.realestate.com.au/property-house-vic-mickleham-147210284
"Starting at $515,061 for House & Land Package","Lot 636 Millbrook Way, Woodstock",,,,,,,,https://www.realestate.com.au/property-house-vic-woodstock-147210420
,"Lot 123 Farranreigh Street, Woodstock",,,,,,,,https://www.realestate.com.au/property-house-vic-woodstock-144366088
"$596,900  TURNKEY","Lot 1607 Moonstone Road, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147199564
"$589,900","Lot 429 LYRA ESTATE, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147197532
"$629,600 To $654,600","Lot 21198 Lasio Way, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147195136
"$624,200 To $649,200","Lot 21160 Rulingia Road, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147195260
"$620,000 To $645,000","Lot 21121 Rulingia Road, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147195264
"$616,500 To $666,500","Lot 32941 Antares Street, Kalkallo",,,,,,,,https://www.realestate.com.au/property-house-vic-kalkallo-147195404
"$615,920 To $650,920","Lot 2915 United Way, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147195168
"$606,300 To $646,300","Lot 2222 Ancho Road, Mickleham",,,,,,,,https://www.realestate.com.au/property-house-vic-mickleham-147195340
"$555,450 -- FULL-TURNKEY HOUSE & LAND","23 supreme avenue, Greenvale",,,,,,,,https://www.realestate.com.au/property-house-vic-greenvale-147195528
"$582,400","Lot 711 Swilk Crescent, Mickleham",,,,,,,,https://www.realestate.com.au/property-house-vic-mickleham-147184344
$580k if eligible for FHOG - $590k,"2 Mulwala Drive, Doreen",,,,,,,,https://www.realestate.com.au/property-house-vic-doreen-147172604
"$643,950","LOT 21191 KATALIA ESTATE, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147161832
"$642,026 - 100% fixed price guaranteed!","Lot 2206 Wyperfeld Way  (Aurora), Wollert",,,,,,,,https://www.realestate.com.au/property-house-vic-wollert-147157940
"$579,200","LOT 21159 KATALIA ESTATE, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147161836
,"16 Currawong Street, Kalkallo",,,,,,,,https://www.realestate.com.au/property-house-vic-kalkallo-147143664
"$638,900","Lot 654 Rakka Road at Mason Quater, Wollert",,,,,,,,https://www.realestate.com.au/property-house-vic-wollert-147152360
"$606,322","Lot 3207 Awbridge Drive, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147150748
"$604,212","Lot 1318 Castletroy Circuit, Wollert",,,,,,,,https://www.realestate.com.au/property-house-vic-wollert-147150720
"$593,301","Lot 3120 Gracemere Road, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147150724
"$648,626","Lot 1610 Perguad Road, Wollert",,,,,,,,https://www.realestate.com.au/property-house-vic-wollert-147097452
"$644,739","Lot 61 Chamonmile Road, Kalkallo",,,,,,,,https://www.realestate.com.au/property-house-vic-kalkallo-147135736
"$614,985","Lot 3224 Petersfield Way, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147135824
"$634,330","103 Aorki Mews (Ready to Build), Craigieburn",,,,,,,,https://www.realestate.com.au/property-house-vic-craigieburn-147131712
"From $626,612 House & Land Package","Lot 21160 Rulingia Road, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147119996
"$599,139","Lot 21207 Basalt Street, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147123372
"From $568,612 House & Land Package","Lot 21159 Rulingia Road, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147119992
$528k if eligible for FHOG - $538k,"461 Frittata Street, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147118956
"$629,900","23 Spreading Road, Mickleham",,,,,,,,https://www.realestate.com.au/property-house-vic-mickleham-147080448
"$580,095* - FULL TURN KEY! ENQUIRE NOW!","21159 Rulingia Road, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147108712
"$571,820 To $596,820","Lot 21159  Rulingia Road, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147107424
"$604,345* - FULL TURN KEY! ENQUIRE NOW!","3117 Shelly Street, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147092600
"From $545,922 House & Land Package","Lot 641 Swilk Crescent, Mickleham",,,,,,,,https://www.realestate.com.au/property-house-vic-mickleham-147091904
"$588,401","Lot 3216 Foreshores Drive, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147082688
"$629,250 - LAST ONE !!","115 BRENDAN ROAD, Greenvale",,,,,,,,https://www.realestate.com.au/property-house-vic-greenvale-147072068
"$630,000 $650,000","44 Farm Crescent, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147069476
"$585,000 5% DEPOSIT ONLY, ONE CONTRACT","58 Mylius Street, Wollert",,,,,,,,https://www.realestate.com.au/property-house-vic-wollert-147071168
,"6 Cilantro Street, Kalkallo",,,,,,,,https://www.realestate.com.au/property-house-vic-kalkallo-147070792
"$543,171","Lot 373 Robert Street, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147065888
"$539,990","Lot 364 Tara Circuit, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147065864
"$621,590","Lot 21160 Rulingia Road, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147052968
"$593,590","Lot 1637 Finn Avenue, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147052948
"$557,090","Lot 21237 Basalt Street, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147052988
"$640,000","28 Haystack Drive, Wollert",,,,,,,,https://www.realestate.com.au/property-house-vic-wollert-147041072
"$578,000","17 Kenora way, Mickleham",,,,,,,,https://www.realestate.com.au/property-house-vic-mickleham-147040128
"$615,000 - 625,000","55 Haystack Drive, Wollert",,,,,,,,https://www.realestate.com.au/property-house-vic-wollert-147037932
"$613,825* - FULL TURN KEY! ENQUIRE NOW!","1610 Commonwealth Circuit, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147036912
,"7 Chilworth Street, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147026988
,"28 Ironcap Road, Mickleham",,,,,,,,https://www.realestate.com.au/property-house-vic-mickleham-147026540
,"26 Ironcap Road, Mickleham",,,,,,,,https://www.realestate.com.au/property-house-vic-mickleham-147026412
,"4 Nitraria Street, Mickleham",,,,,Inspection Sat 1 Mar 12:45 pm,,,https://www.realestate.com.au/property-house-vic-mickleham-147026236
,"6 Nitraria Street, Mickleham",,,,,Inspection Sat 1 Mar 12:45 pm,,,https://www.realestate.com.au/property-house-vic-mickleham-147026284
"$619,450","Address available on request, Wollert",,,,,,,,https://www.realestate.com.au/property-house-vic-wollert-147015516
"$597,900","Address available on request, Wollert",,,,,,,,https://www.realestate.com.au/property-house-vic-wollert-147015988
"$576,406","Lot 33221 Alisterus Road, Kalkallo",,,,,,,,https://www.realestate.com.au/property-house-vic-kalkallo-147019792
"$630,000- $680,000","35 Manning Clark Road, Mill Park",,,,,,,,https://www.realestate.com.au/property-house-vic-mill+park-146875900
"$648,818","Lot 3207 Awbridge Dr, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-147005996
"$650,000-$700,000","6 croce avenue, Wollert",,,,,,,,https://www.realestate.com.au/property-house-vic-wollert-146990596
"$580,000 - $600,000","18 Molesworth Crescent, Donnybrook",,,,,,,,https://www.realestate.com.au/property-house-vic-donnybrook-146983448
